Id,ItemType,IconName,Price,BP,EquipEffect,EquipPower,ThrowPower,ThrowEffect,NaturalGiftPower,NaturalGiftType,PluckEffect,MachineWaza,SortNum,ItemGroup,GroupID,FieldPocket,FieldFunctionType,BattleFunctionType,BattleUseLost,BattleBagSelect,BattleBagSelectTarget,NoSpend,SetToPoke,SlotMaxNum,WorkType,WorkCommon,WorkEffectGuard,WorkCritical,WorkAttack,WorkDefense,WorkSpeed,WorkAccuracy,WorkSpAttack,WorkSpDefense,WorkLevel,WorkPpSelTgt,WorkPpRcv,WorkPpUp,WorkStatusLimitCtrl,WorkStatusHp,WorkStatusAtk,WorkStatusDef,WorkStatusSpd,WorkStatusSAtk,WorkStatusSDef,WorkFriendly1,WorkFriendly2,WorkFriendly3,WorkRecvSleep,WorkRecvPoison,WorkRecvBurn,WorkRecvFreeze,WorkRecvParalyze,WorkRecvConfuse,WorkRecvMero,WorkRecvPower,WorkRevival,WorkEvolutional,WorkRecvNemuke,WorkRecvTousyou,WorkWazaDrunk,WorkAvoidUp,WorkOffenseUp,WorkOffDefInv
393,ITEMTYPE_WAZA,item_0332,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NOSIKAKARI,66,ITEMGROUP_WAZA_MACHINE,66,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,ITEMTYPE_WAZA,item_0338,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_HONOONOPANTI,67,ITEMGROUP_WAZA_MACHINE,67,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,ITEMTYPE_WAZA,item_0351,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_KAMINARIPANTI,68,ITEMGROUP_WAZA_MACHINE,68,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,ITEMTYPE_WAZA,item_0334,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_REITOUPANTI,69,ITEMGROUP_WAZA_MACHINE,69,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,ITEMTYPE_WAZA,item_0332,1600,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NEGOTO,70,ITEMGROUP_WAZA_MACHINE,70,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,ITEMTYPE_WAZA,item_0349,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_TANEBAKUDAN,71,ITEMGROUP_WAZA_MACHINE,71,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,ITEMTYPE_WAZA,item_0351,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_EREKIBOORU,72,ITEMGROUP_WAZA_MACHINE,72,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,ITEMTYPE_WAZA,item_0335,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_DOREINPANTI,73,ITEMGROUP_WAZA_MACHINE,73,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,ITEMTYPE_WAZA,item_0330,3200,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_RIHUREKUTAA,74,ITEMGROUP_WAZA_MACHINE,74,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,ITEMTYPE_WAZA,item_0330,3200,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_HIKARINOKABE,75,ITEMGROUP_WAZA_MACHINE,75,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,ITEMTYPE_WAZA,item_0350,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_ROKKUBURASUTO,76,ITEMGROUP_WAZA_MACHINE,76,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,ITEMTYPE_WAZA,item_0345,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_TAKINOBORI,77,ITEMGROUP_WAZA_MACHINE,77,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,ITEMTYPE_WAZA,item_0329,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_DORAGONKUROO,78,ITEMGROUP_WAZA_MACHINE,78,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,ITEMTYPE_WAZA,item_0693,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_MAZIKARUSYAIN,79,ITEMGROUP_WAZA_MACHINE,79,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,ITEMTYPE_WAZA,item_0332,1600,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_YUBIWOHURU,80,ITEMGROUP_WAZA_MACHINE,80,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,ITEMTYPE_WAZA,item_0349,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_KUSAMUSUBI,81,ITEMGROUP_WAZA_MACHINE,81,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,ITEMTYPE_WAZA,item_0351,1600,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_DENZIHA,82,ITEMGROUP_WAZA_MACHINE,82,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,ITEMTYPE_WAZA,item_0333,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_DOKUDUKI,83,ITEMGROUP_WAZA_MACHINE,83,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,ITEMTYPE_WAZA,item_0353,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_ZIDANDA,84,ITEMGROUP_WAZA_MACHINE,84,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,ITEMTYPE_WAZA,item_0330,1600,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NEMURU,85,ITEMGROUP_WAZA_MACHINE,85,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,ITEMTYPE_WAZA,item_0350,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_IWANADARE,86,ITEMGROUP_WAZA_MACHINE,86,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,ITEMTYPE_WAZA,item_0328,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_TYOUHATU,87,ITEMGROUP_WAZA_MACHINE,87,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,ITEMTYPE_WAZA,item_0332,20000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_TURUGINOMAI,88,ITEMGROUP_WAZA_MACHINE,88,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,ITEMTYPE_WAZA,item_0335,32000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_BODHIPURESU,89,ITEMGROUP_WAZA_MACHINE,89,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,ITEMTYPE_WAZA,item_0353,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_MAKIBISI,90,ITEMGROUP_WAZA_MACHINE,90,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,ITEMTYPE_WAZA,item_0333,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_DOKUBISI,91,ITEMGROUP_WAZA_MACHINE,91,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,ITEMTYPE_WAZA,item_0330,12000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_HUUIN,92,ITEMGROUP_WAZA_MACHINE,92,FPOCKET_WAZA,FIELDFUNC_WAZA,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,ITEMTYPE_EVENT,item_466,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,255,ITEMGROUP_NONE,0,FPOCKET_EVENT,FIELDFUNC_FORM_CHANGE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,FALSE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,ITEMTYPE_NORMAL,item_485,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,33,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,ITEMTYPE_NORMAL,item_486,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,34,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,ITEMTYPE_NORMAL,item_487,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,35,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,ITEMTYPE_NORMAL,item_488,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,36,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,ITEMTYPE_NORMAL,item_489,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,37,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,ITEMTYPE_NORMAL,item_490,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,38,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,ITEMTYPE_NORMAL,item_491,200,0,SOUBI_NONE,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,39,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,ITEMTYPE_BALL,item_492,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,14,ITEMGROUP_BALL,16,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,16,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,ITEMTYPE_BALL,item_493,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,17,ITEMGROUP_BALL,17,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,17,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,ITEMTYPE_BALL,item_494,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,16,ITEMGROUP_BALL,18,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,18,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,ITEMTYPE_BALL,item_495,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,18,ITEMGROUP_BALL,19,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,19,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,ITEMTYPE_BALL,item_496,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,19,ITEMGROUP_BALL,20,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,20,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,ITEMTYPE_BALL,item_497,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,15,ITEMGROUP_BALL,21,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,21,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,ITEMTYPE_BALL,item_498,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,20,ITEMGROUP_BALL,22,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,22,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,ITEMTYPE_BALL,item_499,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,22,ITEMGROUP_BALL,23,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,23,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,ITEMTYPE_BALL,item_500,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,23,ITEMGROUP_NONE,26,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,TRUE,FALSE,FALSE,FALSE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,ITEMTYPE_EQUIP,item_537,3000,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,64,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,ITEMTYPE_EQUIP,item_538,50000,0,SOUBI_SINKANOKISEKI,0,40,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,210,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,ITEMTYPE_EQUIP,item_539,10000,0,SOUBI_KARUISI,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,211,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,ITEMTYPE_EQUIP,item_540,50000,0,SOUBI_GOTUGOTUMETTO,6,60,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,212,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,ITEMTYPE_EQUIP,item_541,15000,15,SOUBI_HUUSEN,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,213,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,TRUE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,ITEMTYPE_EQUIP,item_542,30000,20,SOUBI_REDDOKAADO,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,214,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,TRUE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,ITEMTYPE_EQUIP,item_543,10000,0,SOUBI_NERAINOMATO,0,10,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,215,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_NONE,BTLFUNC_NONE,FALSE,FALSE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
