ItemName,Price,EquipEffect,EquipPower,PluckEffect,ThrowEffect,ThrowPower,NaturalGiftPower,NaturalGiftType,prevent_toss,selectable,FieldPocket,battlePocket,fieldUseFunc,battleUseFunc,partyUse,WorkRecvSleep,WorkRecvPoison,WorkRecvBurn,WorkRecvFreeze,WorkRecvParalyze,WorkRecvConfuse,inf_heal,guard_spec,revive,revive_all,WorkLevel,evolve,WorkAttack,WorkDefense,WorkSpAttack,spdef_stages,WorkSpeed,WorkAccuracy,WorkCritical,WorkPpUp,WorkPpRcv,hp_restore,hp_ev_up,atk_ev_up,def_ev_up,speed_ev_up,spatk_ev_up,spdef_ev_up,friendship_mod_lo,friendship_mod_med,friendship_mod_hi,WorkStatusHp,WorkStatusAtk,WorkStatusDef,WorkStatusSpd,WorkStatusSAtk,WorkStatusSDef,hp_restore_param,pp_restore_param,friendship_mod_lo_param,friendship_mod_med_param,friendship_mod_hi_param
ITEM_BLUE_APRICORN,200,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_GREEN_APRICORN,200,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PINK_APRICORN,200,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_WHITE_APRICORN,200,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLACK_APRICORN,200,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_FAST_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_LEVEL_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_LURE_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_HEAVY_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_LOVE_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_FRIEND_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_MOON_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_SPORT_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PARK_BALL,0,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PHOTO_ALBUM,0,0,0,0,0,0,0,31,TRUE,TRUE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_GB_SOUNDS,0,0,0,0,0,0,0,31,TRUE,TRUE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_TIDAL_BELL,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_RAGE_CANDY_BAR,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_01,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_02,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_03,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_04,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_05,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_06,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_07,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_08,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_09,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_10,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_11,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_12,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_13,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_14,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_15,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_16,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_17,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_18,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_19,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_20,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_21,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_22,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_23,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_24,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_25,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_26,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DATA_CARD_27,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_JADE_ORB,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_LOCK_CAPSULE,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_RED_ORB,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLUE_ORB,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_ENIGMA_STONE,0,0,0,0,0,0,0,31,TRUE,FALSE,POCKET_KEY_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PRISM_SCALE,3000,HOLD_EFFECT_EVOLVE_FEEBAS,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_EVIOLITE,50000,HOLD_EFFECT_EVIOLITE,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_FLOAT_STONE,10000,HOLD_EFFECT_HALVE_WEIGHT,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_ROCKY_HELMET,50000,HOLD_EFFECT_DAMAGE_ON_CONTACT,"6, // attacker takes 1/6th health damage",0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_AIR_BALLOON,15000,HOLD_EFFECT_UNGROUND_DESTROYED_ON_HIT,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_RED_CARD,30000,HOLD_EFFECT_FORCE_SWITCH_ON_DAMAGE,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_RING_TARGET,10000,HOLD_EFFECT_LOSE_TYPE_IMMUNITIES,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_BINDING_BAND,20000,HOLD_EFFECT_TRAPPING_DAMAGE_UP,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_ABSORB_BULB,5000,HOLD_EFFECT_BOOST_SPECIAL_ATTACK_ON_WATER_HIT,0,0,0,30,0,31,FALSE,FALSE,POCKET_ITEMS,BATTLE_POCKET_NONE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
